,Feature Name,m/z,Retention Time
2114,388.63_1582.1788m/z,1582.178813,6.47713327
2115,410.91_1582.2171m/z,1582.217118,6.84841681
2116,388.68_1583.1839m/z,1583.183945,6.477966785
2117,419.85_1586.2118m/z,1586.211754,6.99755001
2118,419.81_1587.2156m/z,1587.215644,6.99683332
2119,344.4_1588.132m/z,1588.132028,5.73996687
2120,356.0_1588.1368m/z,1588.136789,5.933349845
2121,398.38_1588.1987m/z,1588.198658,6.63965845
2122,419.78_1588.2196m/z,1588.219574,6.996325015
2123,344.42_1589.1361m/z,1589.136111,5.74039173
2124,398.41_1589.2035m/z,1589.203549,6.640191795
2125,344.1_1590.1401m/z,1590.140145,5.735058305
2126,366.79_1590.1476m/z,1590.147597,6.11308336
2127,366.69_1591.1504m/z,1591.150367,6.11156654
2128,366.46_1592.1536m/z,1592.153607,6.10771656
2129,380.77_1592.1649m/z,1592.164922,6.346241715
2130,366.21_1593.1575m/z,1593.157464,6.10345006
2131,380.78_1593.1683m/z,1593.168329,6.346291785
2132,380.86_1594.1718m/z,1594.171814,6.34761667
2133,397.93_1594.1804m/z,1594.18038,6.63221669
2134,380.81_1595.1743m/z,1595.17427,6.34681654
2135,410.23_1595.2127m/z,1595.212706,6.83721685
2136,397.86_1596.1866m/z,1596.186644,6.63094997
2137,408.93_1596.1966m/z,1596.196626,6.81558323
2138,443.68_1596.3159m/z,1596.315877,7.39470005
2139,408.9_1597.2m/z,1597.199992,6.81501675
2140,443.67_1597.3195m/z,1597.319505,7.39454985
2141,408.9_1598.2022m/z,1598.202234,6.815050125
2142,443.66_1598.3232m/z,1598.323227,7.394408465
2143,439.78_1599.2708m/z,1599.270756,7.32966661
2144,439.67_1599.2766m/z,1599.276592,7.32778311
2145,381.08_1600.1713m/z,1600.171326,6.351258515
2146,408.84_1600.2063m/z,1600.206292,6.81400013
2147,439.79_1600.2808m/z,1600.280782,7.32986689
2148,381.12_1601.174m/z,1601.173961,6.35196686
2149,408.81_1601.2118m/z,1601.211816,6.81349993
2150,439.93_1602.2551m/z,1602.255147,7.33214998
2151,472.5_1602.3534m/z,1602.353371,7.87505007
2152,439.96_1603.2515m/z,1603.251483,7.33261681
2153,472.48_1603.3562m/z,1603.356208,7.87461662
2154,376.9_1604.1658m/z,1604.165805,6.281625035
2155,376.89_1605.1695m/z,1605.169471,6.28141689
2156,356.41_1612.1327m/z,1612.132695,5.94014978
2157,356.41_1612.5347m/z,1612.534717,5.94019985
2158,356.42_1615.1421m/z,1615.142054,5.94031668
2159,365.51_1615.1511m/z,1615.151135,6.09186649
2160,356.43_1616.1434m/z,1616.143401,5.940558195
2161,381.37_1616.1639m/z,1616.163886,6.35620022
2162,356.47_1617.1506m/z,1617.150571,5.94111681
2163,381.4_1617.1676m/z,1617.167562,6.35673332
2164,397.11_1618.175m/z,1618.175017,6.61846685
2165,408.65_1618.1791m/z,1618.179095,6.810825105
2166,396.79_1618.1789m/z,1618.178886,6.61324978
2167,396.85_1619.1835m/z,1619.183457,6.61409998
2168,408.85_1619.1901m/z,1619.190113,6.81411648
2169,381.27_1620.1855m/z,1620.185512,6.354524855
2170,443.05_1622.3314m/z,1622.331422,7.38416672
2171,408.07_1623.2088m/z,1623.208816,6.80124998
2172,443.03_1623.3347m/z,1623.334735,7.383891825
2173,407.84_1624.2131m/z,1624.213101,6.797391655
2174,420.72_1624.2284m/z,1624.228378,7.01195002
2175,443.02_1624.3387m/z,1624.338704,7.38360023
2176,407.75_1625.2178m/z,1625.217782,6.79589987
2177,420.7_1625.2319m/z,1625.231857,7.01161671
2178,442.35_1625.3166m/z,1625.31657,7.37249994
2179,420.72_1626.2338m/z,1626.233834,7.01193333
2180,442.12_1626.3056m/z,1626.305601,7.36870003
2181,420.67_1627.2367m/z,1627.236706,7.01123333
2182,397.48_1628.1996m/z,1628.199558,6.62463331
2183,420.7_1628.2391m/z,1628.239074,7.01173329
2184,471.8_1628.3691m/z,1628.369104,7.86334157
2185,397.57_1629.2021m/z,1629.202136,6.62624979
2186,471.73_1629.3692m/z,1629.369182,7.86215019
2187,397.5_1630.2084m/z,1630.208433,6.62501669
2188,471.51_1630.3668m/z,1630.366775,7.85843325
2189,509.55_1630.3939m/z,1630.393877,8.49258327
2190,509.59_1631.3963m/z,1631.396333,8.49310017
2191,420.73_1632.2324m/z,1632.232357,7.01224995
2192,509.59_1632.4007m/z,1632.40068,8.493241785
2193,420.74_1633.2365m/z,1633.236511,7.012399915
2194,356.33_1634.1151m/z,1634.115092,5.938758375
2195,356.33_1635.1191m/z,1635.119149,5.938866615
2196,396.04_1644.1961m/z,1644.196054,6.60071659
2197,396.04_1645.2m/z,1645.19998,6.60071659
2198,407.57_1646.2108m/z,1646.210755,6.79290009
2199,407.6_1647.2134m/z,1647.213392,6.7934165
2200,407.54_1648.217m/z,1648.216981,6.79239988
2201,407.42_1649.2214m/z,1649.22143,6.790341615
2202,470.84_1664.3489m/z,1664.348872,7.84740019
2203,397.22_1668.1946m/z,1668.194619,6.62034988
2204,397.17_1669.1982m/z,1669.198192,6.61958313
2205,397.21_1670.2009m/z,1670.200946,6.62015009
2206,397.18_1671.2048m/z,1671.204774,6.61966658
